-3.261960037692928638e-01,3.484902466663322151e-01,-1.749164614622689129e-01,-2.083654336540426977e-01,7.682762831665108649e-01,5.137609194217740427e-02,-1.372811199066966470e+00,1.272586562471563765e+00
-3.584337669866782122e-02,1.618118125303759092e+00,-4.028354240097971606e-01,-1.285301811316117149e-01,-9.890134844728132313e-02,-1.173622191556941002e-01,-8.766960138236604694e-01,7.091621244200410068e-01
1.447014472964141540e-01,-1.952710283364003985e+00,8.821601192681810533e-02,-2.575377051098973191e-01,-4.498180573863310716e-01,-3.227968617896884856e-02,-4.601464714967377079e-01,-4.476030935264563304e-01
-1.017864379813279152e+00,5.865454739108497684e-01,-6.000153190656906110e-01,-1.451563362345386909e-01,-7.434336593493907387e-03,7.750686671265291650e-02,-1.382171862939483020e+00,1.232698106680306216e+00
-1.714883099096326802e-01,1.142007670814723985e+00,3.490073018898952606e-01,8.662431665989177298e-02,-4.858771678286896156e-01,-6.883175925839583875e-02,5.320838989898742932e-01,-1.085512193007565074e-01
1.439918881564797859e+00,-6.830824047265771082e-01,3.547569975255412955e-01,-2.030133496860583309e-01,1.115675030111184185e+00,2.311055715148917222e-02,8.316251429103606041e-01,-1.135678955925661482e+00
-7.150133036121045782e-01,-4.826846540786367684e-02,-4.565295597642846648e-01,-5.065191252372309993e-02,-6.284223800492282075e-02,3.414176986057452373e-02,-7.503270515447072464e-01,8.038972069242785734e-01
2.157529416728496852e+00,6.658972163256888788e-01,2.586696711687910821e-01,-3.283652576512092747e-01,-3.759408555044258526e-01,-6.056779300469783411e-02,1.060961407786980226e+00,-1.469744773177451558e+00
-1.250241007555640493e+00,-1.873358540949164652e+00,-7.601282961637554347e-01,-1.860741296874616757e-01,-5.342491452513655759e-01,-4.003324639166017107e-02,-7.082040641183873220e-01,8.387996057416262641e-01
1.336937962468126351e+00,-1.873358540949164652e+00,5.424739495388236632e-01,-1.525299188407656381e-01,7.036405066646730155e+00,2.571248876799950289e-02,-7.596877154172205771e-01,8.936462324546062819e-01
1.764202005520948691e-01,1.856173352548276645e+00,1.287876285994818681e-01,1.277974435901152173e-01,-6.802445680179878273e-01,6.233613108846493278e-02,9.720351009980870982e-01,-1.429856317386194009e+00
-8.667276714194902532e-01,-2.863236926523812231e-01,-9.188177102824131026e-01,-5.858799030812824465e-02,2.493768889959861179e-01,-1.062739412733247797e-02,-7.830893750985106205e-01,6.144270419158034402e-01
-5.281667405596026654e-01,-1.238544601630451325e+00,4.419317135301930044e-01,2.789642679272880676e-01,-5.949339896543591744e-01,-5.716650233392968350e-02,8.503464706553905961e-01,-6.866276350949894469e-02
-9.366244604647068206e-01,5.865454739108497684e-01,-1.014775761235980900e+00,-1.499273773824324855e-02,1.877313801893683243e+00,2.191610152184993998e-01,7.895021554840406797e-01,-1.145651069873474093e+00
-5.609882981503316879e-01,1.380062898059241538e+00,-2.987476862966739199e-01,-1.762361827776589007e-01,-6.265956476037471967e-01,-5.843834993537488920e-02,-6.848024044371007202e-01,6.194130988897061929e-01
-3.749819669721523030e-01,5.865454739108497684e-01,-1.594939474997095485e-01,-2.231865892576911370e-01,3.918543497682319132e-01,4.707580124748746153e-02,-8.205320305885704935e-01,6.742597256026862107e-01
-5.190292189263437939e-01,1.856173352548276645e+00,-3.346117329037653215e-02,-1.180205307033284495e-01,-2.264274707434272282e-01,-3.749147365273738236e-02,4.806002476910410381e-01,-1.030971759473611415e+00
2.759876776593300773e-01,-6.830824047265771082e-01,1.949167263313646425e-01,-1.035638799370667551e-01,5.668729589884596853e-01,-1.696271338610894075e-02,1.117125391022073533e+00,-8.764039932824838619e-01
1.849800627717566315e-01,4.278419890811713810e-01,-1.846745871162141506e-01,-2.969510906666393280e-01,4.586956276613842198e-01,4.877126867292510409e-02,-6.192777573294940829e-01,5.745385861245387860e-01
-1.285478231785047054e+00,-6.037306623117378868e-01,-9.958826785631048617e-01,-2.148530333541954773e-01,-1.261655539036987128e-01,1.325579198093898015e-01,-8.018107028435405015e-01,6.493294407331511309e-01
-8.860530045289116696e-01,1.897867618366538556e-01,-2.685898198189667907e-01,-9.226269457083434433e-02,-3.319663305747204141e-01,2.969504265345376728e-03,-6.941630683096173815e-01,1.118018796280436211e+00
2.448092101767702644e+00,5.071937314960105470e-01,8.684145690058338030e-01,-1.795404655866527088e-01,-8.922695296274611720e-02,-2.706314559304913783e-02,7.473791680577239749e-01,-1.195511639612551358e+00
-6.110871236568204967e-01,-5.243789198968987764e-01,2.541212940521110353e-01,2.797598041806454439e-01,-3.328458210733145073e-01,-1.464684136435241701e-02,1.543035597221512845e+00,-1.778880305559706443e+00
-1.210855138446765844e+00,1.142007670814723985e+00,-6.065828308155722937e-01,-2.157640973436453502e-01,-2.871123151464207712e-01,3.800322531087324540e-02,-7.784090431622538997e-01,6.493294407331511309e-01
-8.520236136188436005e-01,-8.417858895562554400e-01,6.750271059740581281e-01,9.417977958309653452e-01,-1.037317710447196450e+00,-6.810530139996168186e-02,2.455700324791744826e+00,-1.360051519751491522e+00
8.068041642626717636e-01,1.856173352548276645e+00,5.568924832391585200e-01,-4.967977663948843631e-02,-6.195597236149942288e-01,-6.369485281861865522e-02,1.051600743914467007e+00,-1.345093348829768942e+00
-1.604608800551223124e+00,-1.079841116800772882e+00,-1.613683258081871630e-01,5.847516555862012355e-01,-1.127025741303795625e+00,4.560553282993676238e-02,1.795773521779422621e+00,-9.910833036823466502e-01
-1.979030994586513936e-01,1.380062898059241538e+00,-7.059159717754714958e-01,-2.415071843788677841e-01,-4.542155098793016488e-01,4.440598050196681995e-02,-7.316057237996773654e-01,6.593015546809637417e-01
-8.162104378418511474e-04,-5.243789198968987764e-01,-3.015875697176246817e-01,1.132913238492080921e-01,-5.421645597387125814e-01,-3.033222894917746160e-02,-8.626550180148904179e-01,7.540366371852084137e-01
-7.313453106692513472e-01,3.108327700697549947e-02,2.792590320139442528e-01,3.061269105490442843e-01,-3.583510455325436550e-01,1.280503509761213819e-02,1.950999995793280817e-01,-6.021708597175837729e-01
-6.087239715102878979e-01,2.691385042514930492e-01,-2.875239233759627894e-02,-3.290674231583842063e-02,-1.780554933207511847e-01,-3.816277106233306043e-02,-1.180917589680406721e+00,1.252642334575938543e+00
9.990658549658713861e-02,-2.111413768193682206e+00,3.544420114720940318e-01,3.136494538279514521e-01,-5.140886152319939367e-02,7.292389405892089720e-03,-5.116301227955709630e-01,7.839529790286462463e-01
-5.544239866321857280e-01,8.246007011553673216e-01,-3.788108603258062423e-01,-6.756445541938138621e-02,-2.756789386646973927e-01,2.542952067420251473e-03,-7.737287112259939592e-01,5.894967570462612549e-01
-7.188468615387019200e-01,6.658972163256888788e-01,-6.308132467100533436e-01,-1.415766655360861104e-01,-5.069849397949481862e-01,1.032930947841276953e-01,-7.316057237996773654e-01,7.590226941591111665e-01
-2.303570556043641471e-01,1.897867618366538556e-01,-2.971251496487842814e-01,-1.769609074500661239e-01,4.041672167485494405e-01,-6.361077906346682131e-02,-1.335368543576906486e+00,1.282558676419376376e+00
-1.530557231666790918e-01,5.071937314960105470e-01,2.227102457535795887e-01,4.838929136210461807e-02,-4.911541108202542305e-01,8.137163056287375143e-03,-8.252123625248272143e-01,7.340924092895760866e-01
